panel,draw,t,x,a,y
1,8861,1.0,0.5,1.8,1.2896142501228183
1,8862,1.0,0.5,1.8,1.6855328669861527
1,8863,1.0,0.5,1.8,0.8041502622365725
1,8864,1.0,0.5,1.8,0.8933070066105079
1,8865,1.0,0.5,1.8,1.2551574716585066
1,8866,1.0,0.5,1.8,0.5463667414240477
1,8867,1.0,0.5,1.8,1.228489241225577
1,8868,1.0,0.5,1.8,0.8103903043838082
1,8869,1.0,0.5,1.8,0.6639744422492454
1,8870,1.0,0.5,1.8,1.276044808058898
1,8871,1.0,0.5,1.8,1.0501634636223947
1,8872,1.0,0.5,1.8,0.8011315020821024
1,8873,1.0,0.5,1.8,0.4540821429032446
1,8874,1.0,0.5,1.8,0.9361528244203954
1,8875,1.0,0.5,1.8,0.9034579573421313
1,8876,1.0,0.5,1.8,0.5868989460077069
1,8877,1.0,0.5,1.8,0.581459703283107
1,8878,1.0,0.5,1.8,1.2362673700028244
1,8879,1.0,0.5,1.8,1.355279984352972
1,8880,1.0,0.5,1.8,1.087660986301965
1,8881,1.0,0.5,1.8,1.5270946263461325
1,8882,1.0,0.5,1.8,0.7135304946488465
1,8883,1.0,0.5,1.8,0.8298261288133582
1,8884,1.0,0.5,1.8,1.7145270743625587
1,8885,1.0,0.5,1.8,0.522244276393678
1,8886,1.0,0.5,1.8,0.9953025756663388
1,8887,1.0,0.5,1.8,0.6833832377710516
1,8888,1.0,0.5,1.8,0.9238729493016324
1,8889,1.0,0.5,1.8,1.580097977927208
1,8890,1.0,0.5,1.8,1.4078450272251881
1,8891,1.0,0.5,1.8,0.2642045194919671
1,8892,1.0,0.5,1.8,1.0466616131060944
1,8893,1.0,0.5,1.8,0.16232401705422309
1,8894,1.0,0.5,1.8,1.2588311308200502
1,8895,1.0,0.5,1.8,0.17560595468941972
1,8896,1.0,0.5,1.8,0.773481225596569
1,8897,1.0,0.5,1.8,0.8996120243981097
1,8898,1.0,0.5,1.8,0.6984849664427693
1,8899,1.0,0.5,1.8,0.5564466222592235
1,8900,1.0,0.5,1.8,0.3568571680140012
1,8901,1.0,0.5,1.8,0.41272643498032646
1,8902,1.0,0.5,1.8,0.4357322094572877
1,8903,1.0,0.5,1.8,0.33651349432970445
1,8904,1.0,0.5,1.8,0.8181929307637562
1,8905,1.0,0.5,1.8,0.4560323116782401
1,8906,1.0,0.5,1.8,1.650519461325628
1,8907,1.0,0.5,1.8,0.3644471272602609
1,8908,1.0,0.5,1.8,1.561499737817289
1,8909,1.0,0.5,1.8,0.7163737513014427
1,8910,1.0,0.5,1.8,1.16705505888848
1,8911,1.0,0.5,1.8,1.722446213494057
1,8912,1.0,0.5,1.8,0.002546252627261239
1,8913,1.0,0.5,1.8,0.29779581213147516
1,8914,1.0,0.5,1.8,1.685866813748132
1,8915,1.0,0.5,1.8,0.4195274742319963
1,8916,1.0,0.5,1.8,0.977779130135577
1,8917,1.0,0.5,1.8,1.229993640212523
1,8918,1.0,0.5,1.8,0.4698586317540412
1,8919,1.0,0.5,1.8,0.2287964504093622
1,8920,1.0,0.5,1.8,1.2703163830335304
1,8921,1.0,0.5,1.8,1.1840624798704915
1,8922,1.0,0.5,1.8,0.9641277400710245
1,8923,1.0,0.5,1.8,1.3347529326069736
1,8924,1.0,0.5,1.8,0.499836605846652
1,8925,1.0,0.5,1.8,1.3266392288463742
1,8926,1.0,0.5,1.8,0.8694322472027226
1,8927,1.0,0.5,1.8,0.7529445329484878
1,8928,1.0,0.5,1.8,0.9122635826653123
1,8929,1.0,0.5,1.8,0.8633831404583371
1,8930,1.0,0.5,1.8,0.8323958933426563
1,8931,1.0,0.5,1.8,0.6538053888537186
1,8932,1.0,0.5,1.8,0.6653212396344375
1,8933,1.0,0.5,1.8,0.6495992891208745
1,8934,1.0,0.5,1.8,0.2032870302690081
1,8935,1.0,0.5,1.8,0.2516117732493576
1,8936,1.0,0.5,1.8,1.0614792506538857
1,8937,1.0,0.5,1.8,1.2694333258595731
1,8938,1.0,0.5,1.8,1.2813618468208903
1,8939,1.0,0.5,1.8,1.6026478392119134
1,8940,1.0,0.5,1.8,1.005140045412543
1,8941,1.0,0.5,1.8,0.6383067825583232
1,8942,1.0,0.5,1.8,0.896505773224488
1,8943,1.0,0.5,1.8,0.8698733429748489
1,8944,1.0,0.5,1.8,1.7081379537819505
1,8945,1.0,0.5,1.8,1.6192076818022876
1,8946,1.0,0.5,1.8,1.3990663975920798
1,8947,1.0,0.5,1.8,0.40647121203819575
1,8948,1.0,0.5,1.8,0.6045730914657493
1,8949,1.0,0.5,1.8,0.8593698600792687
1,8950,1.0,0.5,1.8,1.4147219863691514
1,8951,1.0,0.5,1.8,1.5186679673365668
1,8952,1.0,0.5,1.8,0.3926274610678571
1,8953,1.0,0.5,1.8,0.9926644363059619
1,8954,1.0,0.5,1.8,0.552952892148429
1,8955,1.0,0.5,1.8,0.5331465316369981
1,8956,1.0,0.5,1.8,0.9785170692537656
1,8957,1.0,0.5,1.8,1.4330985759436634
1,8958,1.0,0.5,1.8,0.2813235065767611
1,8959,1.0,0.5,1.8,1.2388280443766815
1,8960,1.0,0.5,1.8,0.48024226291528016
1,8961,1.0,0.5,1.8,0.9601839315228161
1,8962,1.0,0.5,1.8,1.5609130123158859
1,8963,1.0,0.5,1.8,1.4880962035913052
1,8964,1.0,0.5,1.8,1.0602162969001552
1,8965,1.0,0.5,1.8,0.5394624918988219
1,8966,1.0,0.5,1.8,1.0764332327491972
1,8967,1.0,0.5,1.8,0.6835068921050702
1,8968,1.0,0.5,1.8,0.7661160665379704
1,8969,1.0,0.5,1.8,0.6924817730995869
1,8970,1.0,0.5,1.8,0.2675639882182412
1,8971,1.0,0.5,1.8,0.5399995545694057
1,8972,1.0,0.5,1.8,1.2853243853009275
1,8973,1.0,0.5,1.8,0.2529419464096752
1,8974,1.0,0.5,1.8,1.2566738157318922
1,8975,1.0,0.5,1.8,1.6384580177419328
1,8976,1.0,0.5,1.8,0.9716219949379704
1,8977,1.0,0.5,1.8,0.21321157002249044
1,8978,1.0,0.5,1.8,0.7250630019446573
1,8979,1.0,0.5,1.8,0.5570858593004044
1,8980,1.0,0.5,1.8,0.8559312687663384
1,8981,1.0,0.5,1.8,1.0278376948205563
1,8982,1.0,0.5,1.8,0.8669600362777037
1,8983,1.0,0.5,1.8,0.7028475026012296
1,8984,1.0,0.5,1.8,1.2552610744821844
1,8985,1.0,0.5,1.8,1.6180646072267226
1,8986,1.0,0.5,1.8,0.35404404862384936
1,8987,1.0,0.5,1.8,0.7736766770427149
1,8988,1.0,0.5,1.8,0.8813326370338904
1,8989,1.0,0.5,1.8,1.080369305867321
1,8990,1.0,0.5,1.8,1.4679188722515755
1,8991,1.0,0.5,1.8,1.3663585118920536
1,8992,1.0,0.5,1.8,1.099405578001178
1,8993,1.0,0.5,1.8,1.1874977920646976
1,8994,1.0,0.5,1.8,0.9083122381205886
1,8995,1.0,0.5,1.8,0.9561800171383763
1,8996,1.0,0.5,1.8,0.7863652049197855
1,8997,1.0,0.5,1.8,0.5905655008339977
1,8998,1.0,0.5,1.8,0.4875208848620304
1,8999,1.0,0.5,1.8,0.8597101639185569
1,9000,1.0,0.5,1.8,0.45677530374851427
1,9001,1.0,0.5,1.8,0.6254474106066062
1,9002,1.0,0.5,1.8,0.36145093808233947
1,9003,1.0,0.5,1.8,0.6700047581460502
1,9004,1.0,0.5,1.8,1.436722507353898
1,9005,1.0,0.5,1.8,1.0517763663629769
1,9006,1.0,0.5,1.8,1.0719262726420573
1,9007,1.0,0.5,1.8,1.513307404583096
1,9008,1.0,0.5,1.8,1.1675024116502197
1,9009,1.0,0.5,1.8,1.0709346558971915
1,9010,1.0,0.5,1.8,0.5047968841587498
1,9011,1.0,0.5,1.8,1.326114580610236
1,9012,1.0,0.5,1.8,0.417217181381033
1,9013,1.0,0.5,1.8,0.8460858620100026
1,9014,1.0,0.5,1.8,1.2196999958517427
1,9015,1.0,0.5,1.8,1.3389182216446665
1,9016,1.0,0.5,1.8,1.4518056884644954
1,9017,1.0,0.5,1.8,1.081192305137683
1,9018,1.0,0.5,1.8,1.1257650096780967
1,9019,1.0,0.5,1.8,1.0463539327118199
1,9020,1.0,0.5,1.8,1.05228854181733
1,9021,1.0,0.5,1.8,0.5469389034450332
1,9022,1.0,0.5,1.8,1.0861904291804994
1,9023,1.0,0.5,1.8,0.812981975183318
1,9024,1.0,0.5,1.8,1.2316809558063218
1,9025,1.0,0.5,1.8,0.40144903161794876
1,9026,1.0,0.5,1.8,1.0668252077985707
1,9027,1.0,0.5,1.8,0.9128423590880411
1,9028,1.0,0.5,1.8,1.049040840711443
1,9029,1.0,0.5,1.8,0.3014939787361378
1,9030,1.0,0.5,1.8,1.7082838122937256
1,9031,1.0,0.5,1.8,0.4170449663183374
1,9032,1.0,0.5,1.8,1.663876528952369
1,9033,1.0,0.5,1.8,0.7672262787370675
1,9034,1.0,0.5,1.8,0.9366835051476511
1,9035,1.0,0.5,1.8,1.3215123771472488
1,9036,1.0,0.5,1.8,1.0874636054037181
1,9037,1.0,0.5,1.8,1.327562467693133
1,9038,1.0,0.5,1.8,1.3114137521291
1,9039,1.0,0.5,1.8,0.9403700133909156
1,9040,1.0,0.5,1.8,0.3322658002128706
1,9041,1.0,0.5,1.8,0.5187307376855316
1,9042,1.0,0.5,1.8,1.0801681219804236
1,9043,1.0,0.5,1.8,1.611885186336128
1,9044,1.0,0.5,1.8,1.2258589854700983
1,9045,1.0,0.5,1.8,0.7773420483047018
1,9046,1.0,0.5,1.8,1.1525738961538738
1,9047,1.0,0.5,1.8,0.5552845169424168
1,9048,1.0,0.5,1.8,0.2109485519494555
1,9049,1.0,0.5,1.8,0.34372590659050395
1,9050,1.0,0.5,1.8,1.5936624999462712
1,9051,1.0,0.5,1.8,0.41807836582304686
1,9052,1.0,0.5,1.8,0.8394978931031698
1,9053,1.0,0.5,1.8,0.8286634270757326
1,9054,1.0,0.5,1.8,0.9928335627100419
1,9055,1.0,0.5,1.8,0.27226498049395215
1,9056,1.0,0.5,1.8,0.8754670887019509
1,9057,1.0,0.5,1.8,1.0787436633311156
1,9058,1.0,0.5,1.8,1.1323341263146813
1,9059,1.0,0.5,1.8,0.8147243628384299
1,9060,1.0,0.5,1.8,0.8606911528875894
1,9061,1.0,0.5,1.8,0.5403196210637216
1,9062,1.0,0.5,1.8,1.570898410892897
1,9063,1.0,0.5,1.8,1.4126272174138
1,9064,1.0,0.5,1.8,0.48928660195575613
1,9065,1.0,0.5,1.8,0.8841936214375862
1,9066,1.0,0.5,1.8,0.45938960820587565
1,9067,1.0,0.5,1.8,1.3969756516425464
1,9068,1.0,0.5,1.8,1.7097426319887064
1,9069,1.0,0.5,1.8,0.4670904225802021
1,9070,1.0,0.5,1.8,1.3076182136528702
1,9071,1.0,0.5,1.8,1.3105495185413831
1,9072,1.0,0.5,1.8,0.603412620317128
1,9073,1.0,0.5,1.8,0.6665203223596957
1,9074,1.0,0.5,1.8,0.8283927615796776
1,9075,1.0,0.5,1.8,0.4265889262543626
1,9076,1.0,0.5,1.8,0.6786538933523373
1,9077,1.0,0.5,1.8,1.0656837706361033
1,9078,1.0,0.5,1.8,0.6501365952013705
1,9079,1.0,0.5,1.8,0.9283690576149526
1,9080,1.0,0.5,1.8,1.300175595974032
1,9081,1.0,0.5,1.8,0.6822284557153065
1,9082,1.0,0.5,1.8,0.19893122654628162
1,9083,1.0,0.5,1.8,0.6139872540289288
1,9084,1.0,0.5,1.8,0.47650362809503377
1,9085,1.0,0.5,1.8,1.2935334932269686
1,9086,1.0,0.5,1.8,1.4439626166415531
1,9087,1.0,0.5,1.8,1.632261078034108
1,9088,1.0,0.5,1.8,0.9562322818632438
1,9089,1.0,0.5,1.8,1.105027886044201
1,9090,1.0,0.5,1.8,1.0388111983352644
1,9091,1.0,0.5,1.8,1.049468885980817
1,9092,1.0,0.5,1.8,0.6914379111047413
1,9093,1.0,0.5,1.8,0.49142981140368036
1,9094,1.0,0.5,1.8,0.8251911663389416
1,9095,1.0,0.5,1.8,0.44685772014885405
1,9096,1.0,0.5,1.8,0.5629419380671188
1,9097,1.0,0.5,1.8,1.4343906176946306
1,9098,1.0,0.5,1.8,1.0222072201931818
1,9099,1.0,0.5,1.8,0.7005964371238667
1,9100,1.0,0.5,1.8,1.1350791317066988
1,9101,1.0,0.5,1.8,0.4609709345098628
1,9102,1.0,0.5,1.8,0.5338189461934779
1,9103,1.0,0.5,1.8,1.396467067480668
1,9104,1.0,0.5,1.8,1.5234211873519379
1,9105,1.0,0.5,1.8,1.2072284238944984
1,9106,1.0,0.5,1.8,0.9737757731192381
1,9107,1.0,0.5,1.8,0.6957061832082312
1,9108,1.0,0.5,1.8,0.798576361015524
1,9109,1.0,0.5,1.8,0.5027095196510221
1,9110,1.0,0.5,1.8,0.4741835360662161
1,9111,1.0,0.5,1.8,1.1995700822067452
1,9112,1.0,0.5,1.8,0.7622223025435721
1,9113,1.0,0.5,1.8,0.56636169012789
1,9114,1.0,0.5,1.8,0.991021417140714
1,9115,1.0,0.5,1.8,1.5231939189577588
1,9116,1.0,0.5,1.8,1.1979944719806617
1,9117,1.0,0.5,1.8,0.2479665085161286
1,9118,1.0,0.5,1.8,1.118633096971389
1,9119,1.0,0.5,1.8,1.2359846391001499
1,9120,1.0,0.5,1.8,1.0726243805449724
1,9121,1.0,0.5,1.8,1.00113446821824
1,9122,1.0,0.5,1.8,0.5818208630837924
1,9123,1.0,0.5,1.8,0.4552616520541992
1,9124,1.0,0.5,1.8,0.5067791909824674
1,9125,1.0,0.5,1.8,0.9109105600501912
1,9126,1.0,0.5,1.8,0.23221288622144426
1,9127,1.0,0.5,1.8,1.3528124492875813
1,9128,1.0,0.5,1.8,0.44448431081273804
1,9129,1.0,0.5,1.8,0.6795385660636557
1,9130,1.0,0.5,1.8,0.9674271797334398
1,9131,1.0,0.5,1.8,0.6785839534396204
1,9132,1.0,0.5,1.8,0.4491780172882076
1,9133,1.0,0.5,1.8,1.3982839883176095
1,9134,1.0,0.5,1.8,1.145429546936496
1,9135,1.0,0.5,1.8,1.6518929420021773
1,9136,1.0,0.5,1.8,1.3371983503430338
1,9137,1.0,0.5,1.8,0.6109880153432315
1,9138,1.0,0.5,1.8,0.2733502466464924
1,9139,1.0,0.5,1.8,0.6244109238845735
1,9140,1.0,0.5,1.8,0.893368621702197
1,9141,1.0,0.5,1.8,1.0452327986927603
1,9142,1.0,0.5,1.8,1.029935070184497
1,9143,1.0,0.5,1.8,1.0017688232793456
1,9144,1.0,0.5,1.8,1.3803575180633425
1,9145,1.0,0.5,1.8,1.5630751729766987
1,9146,1.0,0.5,1.8,1.1783400291089112
1,9147,1.0,0.5,1.8,1.3350437498998755
1,9148,1.0,0.5,1.8,1.3938795432437334
1,9149,1.0,0.5,1.8,0.7935739394827216
1,9150,1.0,0.5,1.8,1.4238803812148766
1,9151,1.0,0.5,1.8,1.140957407491338
1,9152,1.0,0.5,1.8,0.7781447105970731
1,9153,1.0,0.5,1.8,1.461490160649414
1,9154,1.0,0.5,1.8,0.7293176710323567
1,9155,1.0,0.5,1.8,0.3206910510765997
1,9156,1.0,0.5,1.8,0.7552942757735328
1,9157,1.0,0.5,1.8,0.6048242202895676
1,9158,1.0,0.5,1.8,0.7047054678193416
1,9159,1.0,0.5,1.8,1.5650704127737238
1,9160,1.0,0.5,1.8,0.8263183850464488
1,9161,1.0,0.5,1.8,1.4048741782834133
1,9162,1.0,0.5,1.8,1.4973680864395407
1,9163,1.0,0.5,1.8,1.5559800661545156
1,9164,1.0,0.5,1.8,1.2990724376311953
1,9165,1.0,0.5,1.8,0.5399596822225795
1,9166,1.0,0.5,1.8,0.9989122921634391
1,9167,1.0,0.5,1.8,1.5501027607239364
1,9168,1.0,0.5,1.8,1.036180511984184
1,9169,1.0,0.5,1.8,0.738126491996735
1,9170,1.0,0.5,1.8,1.0039116721201218
1,9171,1.0,0.5,1.8,1.5502110478893436
1,9172,1.0,0.5,1.8,1.348634362654319
1,9173,1.0,0.5,1.8,1.2422902224829009
1,9174,1.0,0.5,1.8,0.9821590054979522
1,9175,1.0,0.5,1.8,0.8807247888498078
1,9176,1.0,0.5,1.8,0.4990999853787725
1,9177,1.0,0.5,1.8,1.3752789015839957
1,9178,1.0,0.5,1.8,1.0388148053434676
1,9179,1.0,0.5,1.8,1.1086623796444697
1,9180,1.0,0.5,1.8,0.7148447779048822
1,9181,1.0,0.5,1.8,0.8380157118097181
1,9182,1.0,0.5,1.8,1.6614376258939676
1,9183,1.0,0.5,1.8,0.6610357609282991
1,9184,1.0,0.5,1.8,0.9693200569198289
1,9185,1.0,0.5,1.8,1.024661090142586
1,9186,1.0,0.5,1.8,0.4881454931281755
1,9187,1.0,0.5,1.8,0.8874893556183504
1,9188,1.0,0.5,1.8,1.4792438791785603
1,9189,1.0,0.5,1.8,1.1783984844116573
1,9190,1.0,0.5,1.8,0.1462436567550747
1,9191,1.0,0.5,1.8,0.7465377338081841
1,9192,1.0,0.5,1.8,0.8041710033018433
1,9193,1.0,0.5,1.8,1.3453043688532536
1,9194,1.0,0.5,1.8,0.8820399711173564
1,9195,1.0,0.5,1.8,0.6466448539584857
1,9196,1.0,0.5,1.8,1.0552816822512245
1,9197,1.0,0.5,1.8,0.34778903839457814
1,9198,1.0,0.5,1.8,1.0626955965097444
1,9199,1.0,0.5,1.8,0.7236644799084944
1,9200,1.0,0.5,1.8,0.9070282923217186
1,9201,1.0,0.5,1.8,0.06673572423971282
1,9202,1.0,0.5,1.8,0.5554872946104277
1,9203,1.0,0.5,1.8,0.8264499286539988
1,9204,1.0,0.5,1.8,1.0734445952343274
1,9205,1.0,0.5,1.8,0.48490291502121075
1,9206,1.0,0.5,1.8,0.7188418566531801
1,9207,1.0,0.5,1.8,1.1248408586958267
1,9208,1.0,0.5,1.8,0.8028379579546606
1,9209,1.0,0.5,1.8,0.9598527353974404
1,9210,1.0,0.5,1.8,0.9993630419724764
1,9211,1.0,0.5,1.8,0.23770678661451033
1,9212,1.0,0.5,1.8,0.6937725329863562
1,9213,1.0,0.5,1.8,0.1788375436292358
1,9214,1.0,0.5,1.8,0.17223283820027127
1,9215,1.0,0.5,1.8,1.037577305979533
1,9216,1.0,0.5,1.8,0.09531812401100273
1,9217,1.0,0.5,1.8,1.1077800335554435
1,9218,1.0,0.5,1.8,1.0449152348883837
1,9219,1.0,0.5,1.8,1.2144292104938363
1,9220,1.0,0.5,1.8,1.6927221633335618
1,9221,1.0,0.5,1.8,1.235807272684178
1,9222,1.0,0.5,1.8,0.19239062600348278
1,9223,1.0,0.5,1.8,0.5954546583009377
1,9224,1.0,0.5,1.8,0.6673959423408445
1,9225,1.0,0.5,1.8,0.9751587966992342
1,9226,1.0,0.5,1.8,0.38972627851002883
1,9227,1.0,0.5,1.8,0.47526769017351
1,9228,1.0,0.5,1.8,1.6954178801654565
1,9229,1.0,0.5,1.8,0.5986993917768528
1,9230,1.0,0.5,1.8,0.941366623360194
1,9231,1.0,0.5,1.8,0.4616826150484119
1,9232,1.0,0.5,1.8,1.2176606877271734
1,9233,1.0,0.5,1.8,0.9696588300847796
1,9234,1.0,0.5,1.8,0.6594320611936442
1,9235,1.0,0.5,1.8,0.9820739439115247
1,9236,1.0,0.5,1.8,1.3061379426036088
1,9237,1.0,0.5,1.8,0.5537963605755462
1,9238,1.0,0.5,1.8,0.43089972104880003
1,9239,1.0,0.5,1.8,1.2087780535367816
1,9240,1.0,0.5,1.8,0.09964402954064294
1,9241,1.0,0.5,1.8,1.0888469683659803
1,9242,1.0,0.5,1.8,1.3744809754560154
1,9243,1.0,0.5,1.8,0.19226998096595255
1,9244,1.0,0.5,1.8,0.4781800223417522
1,9245,1.0,0.5,1.8,1.2229578221042299
1,9246,1.0,0.5,1.8,0.6909092809803535
1,9247,1.0,0.5,1.8,1.4367712444440461
1,9248,1.0,0.5,1.8,1.230537821230755
1,9249,1.0,0.5,1.8,0.6049867513168241
1,9250,1.0,0.5,1.8,0.39054447353240046
1,9251,1.0,0.5,1.8,0.4333687587532311
1,9252,1.0,0.5,1.8,1.4907289279916844
1,9253,1.0,0.5,1.8,0.47515899688703916
1,9254,1.0,0.5,1.8,1.30137089868789
1,9255,1.0,0.5,1.8,0.4598180370001745
1,9256,1.0,0.5,1.8,1.2743898911746818
1,9257,1.0,0.5,1.8,0.3947970616113602
1,9258,1.0,0.5,1.8,1.4042458727173253
1,9259,1.0,0.5,1.8,1.5681726444852453
1,9260,1.0,0.5,1.8,1.1088032898626705
1,9261,1.0,0.5,1.8,0.6560924761861074
1,9262,1.0,0.5,1.8,0.9367983633910801
1,9263,1.0,0.5,1.8,0.9906112784224615
1,9264,1.0,0.5,1.8,1.219614474794153
1,9265,1.0,0.5,1.8,1.310548624409173
1,9266,1.0,0.5,1.8,1.1406064457576233
1,9267,1.0,0.5,1.8,1.458100832664005
1,9268,1.0,0.5,1.8,0.8488136318634455
1,9269,1.0,0.5,1.8,0.3662971189541068
1,9270,1.0,0.5,1.8,0.7478888203656997
1,9271,1.0,0.5,1.8,0.05546458832908309
1,9272,1.0,0.5,1.8,0.8296598566923967
1,9273,1.0,0.5,1.8,1.602350627183
1,9274,1.0,0.5,1.8,0.6623430991951657
1,9275,1.0,0.5,1.8,1.2462514370780153
1,9276,1.0,0.5,1.8,1.7217267603515458
1,9277,1.0,0.5,1.8,1.0138333722887924
1,9278,1.0,0.5,1.8,0.8677907243759507
1,9279,1.0,0.5,1.8,1.1088449718529307
1,9280,1.0,0.5,1.8,0.3704384742356309
1,9281,1.0,0.5,1.8,0.8715689802549061
1,9282,1.0,0.5,1.8,1.4433566355934337
1,9283,1.0,0.5,1.8,0.7918770857526426
1,9284,1.0,0.5,1.8,0.855987874840998
1,9285,1.0,0.5,1.8,1.4877044519024483
1,9286,1.0,0.5,1.8,0.2121170322075735
1,9287,1.0,0.5,1.8,0.42990925957969345
1,9288,1.0,0.5,1.8,0.9455208588387228
1,9289,1.0,0.5,1.8,0.9972825719608244
1,9290,1.0,0.5,1.8,0.5891283282980003
1,9291,1.0,0.5,1.8,1.508162473638481
1,9292,1.0,0.5,1.8,1.2682022520083558
1,9293,1.0,0.5,1.8,0.886842491665576
1,9294,1.0,0.5,1.8,0.2978305286213637
1,9295,1.0,0.5,1.8,0.9436253482507515
1,9296,1.0,0.5,1.8,0.9118080349476766
1,9297,1.0,0.5,1.8,0.7791034371211514
1,9298,1.0,0.5,1.8,1.2607765917906721
1,9299,1.0,0.5,1.8,1.4388110364507083
1,9300,1.0,0.5,1.8,0.45807953045973354
1,9301,1.0,0.5,1.8,1.33230224097762
1,9302,1.0,0.5,1.8,1.240212357364533
1,9303,1.0,0.5,1.8,1.2319793149689269
1,9304,1.0,0.5,1.8,0.919948851085884
1,9305,1.0,0.5,1.8,1.4174873247478097
1,9306,1.0,0.5,1.8,0.7958638519307396
1,9307,1.0,0.5,1.8,0.3353124363868379
1,9308,1.0,0.5,1.8,0.8981878399997338
1,9309,1.0,0.5,1.8,0.6315923933803935
1,9310,1.0,0.5,1.8,1.42117212410582
1,9311,1.0,0.5,1.8,0.9671358700973746
1,9312,1.0,0.5,1.8,1.712604190681061
1,9313,1.0,0.5,1.8,0.9152676478594706
1,9314,1.0,0.5,1.8,1.5072588364807327
1,9315,1.0,0.5,1.8,0.9145998998861481
1,9316,1.0,0.5,1.8,0.9482546544647168
1,9317,1.0,0.5,1.8,1.4847551534386678
1,9318,1.0,0.5,1.8,1.4421281109340587
1,9319,1.0,0.5,1.8,0.8926819421276521
1,9320,1.0,0.5,1.8,1.0240286230610665
1,9321,1.0,0.5,1.8,0.5093055833004287
1,9322,1.0,0.5,1.8,1.0381844601474328
1,9323,1.0,0.5,1.8,1.6383351615572925
1,9324,1.0,0.5,1.8,1.195085121153463
1,9325,1.0,0.5,1.8,0.5425826721184476
1,9326,1.0,0.5,1.8,0.49349776374360205
1,9327,1.0,0.5,1.8,1.317172581579555
1,9328,1.0,0.5,1.8,0.29691117178089205
1,9329,1.0,0.5,1.8,0.16291438541513753
1,9330,1.0,0.5,1.8,0.16590887407928723
1,9331,1.0,0.5,1.8,0.6054142182446184
1,9332,1.0,0.5,1.8,0.4287614837210645
1,9333,1.0,0.5,1.8,0.5927097577531723
1,9334,1.0,0.5,1.8,1.386837107807637
1,9335,1.0,0.5,1.8,1.0555807490659295
1,9336,1.0,0.5,1.8,0.9057527921616866
1,9337,1.0,0.5,1.8,1.0343179060858887
1,9338,1.0,0.5,1.8,0.9919663184270797
1,9339,1.0,0.5,1.8,0.6452149241453458
1,9340,1.0,0.5,1.8,0.9892443975744959
1,9341,1.0,0.5,1.8,0.8464048539650278
1,9342,1.0,0.5,1.8,0.9298357474039499
1,9343,1.0,0.5,1.8,1.0077212206351183
1,9344,1.0,0.5,1.8,0.4766334660666406
1,9345,1.0,0.5,1.8,0.7716300051200102
1,9346,1.0,0.5,1.8,1.4708247459579413
1,9347,1.0,0.5,1.8,0.36780563409083555
1,9348,1.0,0.5,1.8,1.439062688081843
1,9349,1.0,0.5,1.8,0.7622394231693027
1,9350,1.0,0.5,1.8,0.5675666981443708
1,9351,1.0,0.5,1.8,0.5465602527067912
1,9352,1.0,0.5,1.8,0.3919378773048916
1,9353,1.0,0.5,1.8,0.5915669930867172
1,9354,1.0,0.5,1.8,0.6310178634427128
1,9355,1.0,0.5,1.8,0.867536017881971
1,9356,1.0,0.5,1.8,0.28738828087081597
1,9357,1.0,0.5,1.8,1.2936921161791402
1,9358,1.0,0.5,1.8,0.7561252398016538
1,9359,1.0,0.5,1.8,0.9511448270770911
1,9360,1.0,0.5,1.8,1.2535344119949499
1,9361,1.0,0.5,1.8,1.25263326478311
1,9362,1.0,0.5,1.8,0.5400175525835872
1,9363,1.0,0.5,1.8,1.450974120330974
1,9364,1.0,0.5,1.8,1.3950700706010375
1,9365,1.0,0.5,1.8,1.1189671863966766
1,9366,1.0,0.5,1.8,0.856605840646181
1,9367,1.0,0.5,1.8,0.6922387542777367
1,9368,1.0,0.5,1.8,1.1936798267363686
1,9369,1.0,0.5,1.8,0.6246720701511088
1,9370,1.0,0.5,1.8,0.27976258814073357
1,9371,1.0,0.5,1.8,0.47437840506131446
1,9372,1.0,0.5,1.8,1.7404851604644684
1,9373,1.0,0.5,1.8,0.8278823588955245
1,9374,1.0,0.5,1.8,1.0377288118388304
1,9375,1.0,0.5,1.8,0.9625067325694265
1,9376,1.0,0.5,1.8,1.3322211910257735
1,9377,1.0,0.5,1.8,0.33019385328781503
1,9378,1.0,0.5,1.8,1.6171000835552132
1,9379,1.0,0.5,1.8,0.6818578403434987
1,9380,1.0,0.5,1.8,0.8067414354835548
1,9381,1.0,0.5,1.8,1.4583525039519827
1,9382,1.0,0.5,1.8,0.5495112113907346
1,9383,1.0,0.5,1.8,0.8695971554902282
1,9384,1.0,0.5,1.8,0.4002130155816388
1,9385,1.0,0.5,1.8,0.8213911621095951
1,9386,1.0,0.5,1.8,1.5400659441297397
1,9387,1.0,0.5,1.8,1.190921615473522
1,9388,1.0,0.5,1.8,1.1617046694438462
1,9389,1.0,0.5,1.8,1.1397184246127086
1,9390,1.0,0.5,1.8,0.9540420124641109
1,9391,1.0,0.5,1.8,0.5531968283550467
1,9392,1.0,0.5,1.8,0.5154904531444914
1,9393,1.0,0.5,1.8,0.9768260854570072
1,9394,1.0,0.5,1.8,0.1196688644586111
1,9395,1.0,0.5,1.8,1.0763174004399645
1,9396,1.0,0.5,1.8,0.6762713033433617
1,9397,1.0,0.5,1.8,0.9655949742378744
1,9398,1.0,0.5,1.8,1.4757582165608807
1,9399,1.0,0.5,1.8,1.458417418120905
1,9400,1.0,0.5,1.8,0.3701548301244816
1,9401,1.0,0.5,1.8,0.9764791169601507
